Time,P0, R0, Y0,P1, R1, Y1,P2, R2, Y2,P3, R3, Y3,P4, R4, Y4,P5, R5, Y5,P6, R6, Y6,P7, R7, Y7,
16-32-02.495,0.00,0.00,0.00,5.01,95.29,168.50,-0.14,1.45,-176.80,4.63,-112.90,165.00,1.31,-1.10,178.00,-20.34,96.91,163.50,-8.66,-90.23,175.90,82.19,-158.76,168.70,
16-32-02.505,0.00,0.00,0.00,5.00,95.31,168.50,-0.15,1.45,-176.80,4.69,-112.68,165.00,1.31,-1.10,178.00,-20.34,96.91,163.50,-8.66,-90.23,175.90,82.20,-158.72,168.70,
16-32-02.515,0.00,0.00,0.00,5.01,95.31,168.50,-0.15,1.45,-176.80,4.67,-112.70,164.90,1.31,-1.10,178.00,-20.30,96.99,163.40,-8.66,-90.23,175.90,82.20,-158.69,168.70,
16-32-02.524,0.00,0.00,0.00,5.01,95.31,168.40,-0.15,1.45,-176.80,4.65,-112.71,164.90,1.31,-1.10,178.00,-20.30,96.99,163.40,-8.65,-90.25,175.90,82.20,-158.66,168.70,
16-32-02.535,0.00,0.00,0.00,5.01,95.31,168.40,-0.15,1.45,-176.80,4.63,-112.73,164.90,1.31,-1.09,178.00,-20.30,96.99,163.40,-8.65,-90.25,175.90,82.18,-158.55,168.70,
16-32-02.545,0.00,0.00,0.00,4.99,95.33,168.40,-0.16,1.46,-176.80,4.66,-112.62,164.80,1.31,-1.09,178.00,-20.30,96.99,163.40,-8.65,-90.25,175.90,82.18,-158.52,168.70,
16-32-02.554,0.00,0.00,0.00,4.99,95.33,168.40,-0.16,1.46,-176.80,4.65,-112.64,164.80,1.31,-1.09,178.00,-20.28,97.03,163.40,-8.65,-90.25,175.90,82.18,-158.49,168.70,
16-32-02.565,0.00,0.00,0.00,4.99,95.33,168.40,-0.16,1.46,-176.80,4.64,-112.65,164.80,1.31,-1.09,178.00,-20.28,97.03,163.40,-8.65,-90.24,175.90,82.18,-158.45,168.70,
16-32-02.575,0.00,0.00,0.00,4.99,95.33,168.40,-0.16,1.46,-176.80,4.63,-112.65,164.80,1.30,-1.08,178.00,-20.28,97.03,163.40,-8.65,-90.24,175.90,82.19,-158.46,168.70,
16-32-02.584,0.00,0.00,0.00,4.98,95.36,168.40,-0.16,1.46,-176.80,4.66,-112.54,164.80,1.30,-1.08,178.00,-20.28,97.03,163.40,-8.65,-90.24,175.90,82.19,-158.42,168.70,
16-32-02.595,0.00,0.00,0.00,4.98,95.36,168.40,-0.16,1.46,-176.80,4.66,-112.55,164.80,1.30,-1.08,178.00,-20.27,97.07,163.40,-8.65,-90.24,175.90,82.19,-158.38,168.70,
16-32-02.604,0.00,0.00,0.00,4.98,95.36,168.40,-0.16,1.46,-176.80,4.65,-112.55,164.70,1.30,-1.08,178.00,-20.27,97.05,163.40,-8.63,-90.24,175.90,82.19,-158.38,168.70,
16-32-02.615,0.00,0.00,0.00,4.99,95.36,168.40,-0.16,1.46,-176.80,4.65,-112.55,164.70,1.29,-1.08,178.00,-20.27,97.04,163.30,-8.63,-90.24,175.90,82.24,-158.48,168.50,
16-32-02.625,0.00,0.00,0.00,4.98,95.39,168.40,-0.17,1.47,-176.80,4.70,-112.40,164.70,1.29,-1.08,178.00,-20.27,97.04,163.30,-8.63,-90.24,175.90,82.23,-158.45,168.50,
16-32-02.634,0.00,0.00,0.00,4.99,95.39,168.40,-0.17,1.47,-176.80,4.69,-112.40,164.70,1.29,-1.08,178.00,-20.25,97.08,163.30,-8.63,-90.24,175.90,82.23,-158.44,168.50,
16-32-02.646,0.00,0.00,0.00,4.99,95.39,168.40,-0.17,1.47,-176.80,4.69,-112.41,164.70,1.29,-1.08,178.00,-20.25,97.08,163.30,-8.63,-90.24,175.90,82.22,-158.43,168.50,
16-32-02.654,0.00,0.00,0.00,4.99,95.39,168.40,-0.17,1.47,-176.80,4.69,-112.42,164.70,1.29,-1.08,178.00,-20.25,97.08,163.30,-8.63,-90.24,175.90,82.22,-158.43,168.40,
16-32-02.665,0.00,0.00,0.00,4.99,95.39,168.30,-0.18,1.48,-176.80,4.74,-112.31,164.70,1.29,-1.08,178.00,-20.25,97.08,163.30,-8.63,-90.24,175.90,82.22,-158.40,168.40,
16-32-02.675,0.00,0.00,0.00,4.98,95.41,168.30,-0.18,1.48,-176.80,4.74,-112.32,164.70,1.29,-1.08,178.00,-20.22,97.11,163.30,-8.63,-90.24,175.90,82.22,-158.37,168.40,
16-32-02.684,0.00,0.00,0.00,4.98,95.41,168.30,-0.18,1.48,-176.80,4.74,-112.32,164.70,1.29,-1.08,178.00,-20.22,97.11,163.30,-8.62,-90.25,175.90,82.22,-158.36,168.40,
16-32-02.696,0.00,0.00,0.00,4.98,95.41,168.30,-0.18,1.48,-176.80,4.74,-112.32,164.70,1.29,-1.08,178.00,-20.22,97.09,163.30,-8.62,-90.25,175.80,82.23,-158.40,168.40,
16-32-02.705,0.00,0.00,0.00,4.98,95.41,168.30,-0.19,1.48,-176.80,4.80,-112.15,164.70,1.29,-1.08,178.00,-20.22,97.08,163.30,-8.62,-90.25,175.80,82.23,-158.38,168.30,
16-32-02.713,0.00,0.00,0.00,4.96,95.45,168.30,-0.19,1.48,-176.80,4.79,-112.16,164.70,1.29,-1.08,178.00,-20.19,97.13,163.30,-8.62,-90.25,175.80,82.22,-158.38,168.30,
16-32-02.724,0.00,0.00,0.00,4.96,95.45,168.30,-0.19,1.48,-176.80,4.79,-112.16,164.70,1.29,-1.08,178.00,-20.19,97.13,163.30,-8.61,-90.25,175.80,82.21,-158.39,168.30,
16-32-02.734,0.00,0.00,0.00,4.96,95.45,168.20,-0.19,1.48,-176.80,4.78,-112.16,164.70,1.29,-1.08,178.00,-20.19,97.13,163.30,-8.61,-90.25,175.80,82.22,-158.54,168.10,
16-32-02.744,0.00,0.00,0.00,4.96,95.45,168.20,-0.20,1.49,-176.80,4.84,-112.01,164.60,1.29,-1.08,178.00,-20.19,97.13,163.30,-8.61,-90.25,175.80,82.20,-158.56,168.10,
16-32-02.756,0.00,0.00,0.00,4.94,95.48,168.20,-0.20,1.49,-176.80,4.84,-112.01,164.60,1.29,-1.08,178.00,-20.16,97.18,163.30,-8.61,-90.25,175.80,82.19,-158.57,168.10,
16-32-02.764,0.00,0.00,0.00,4.94,95.48,168.20,-0.20,1.49,-176.80,4.83,-112.01,164.60,1.29,-1.08,178.00,-20.16,97.17,163.30,-8.61,-90.26,175.80,82.18,-158.59,168.00,
16-32-02.775,0.00,0.00,0.00,4.95,95.48,168.20,-0.20,1.49,-176.80,4.83,-112.01,164.60,1.29,-1.07,178.00,-20.16,97.15,163.30,-8.61,-90.26,175.80,82.19,-158.62,168.00,
16-32-02.784,0.00,0.00,0.00,4.95,95.48,168.20,-0.21,1.49,-176.80,4.91,-111.83,164.60,1.29,-1.07,178.00,-20.16,97.14,163.30,-8.61,-90.26,175.80,82.18,-158.66,167.90,
16-32-02.793,0.00,0.00,0.00,4.93,95.51,168.20,-0.21,1.49,-176.80,4.91,-111.83,164.60,1.29,-1.07,178.00,-20.13,97.18,163.30,-8.61,-90.26,175.80,82.17,-158.69,167.90,
16-32-02.806,0.00,0.00,0.00,4.93,95.50,168.20,-0.21,1.49,-176.80,4.91,-111.83,164.60,1.29,-1.07,178.00,-20.13,97.18,163.30,-8.59,-90.26,175.80,82.15,-158.73,167.90,
16-32-02.813,0.00,0.00,0.00,4.93,95.50,168.20,-0.21,1.49,-176.80,4.91,-111.84,164.60,1.28,-1.07,178.00,-20.13,97.18,163.30,-8.59,-90.26,175.80,82.18,-158.84,167.70,
16-32-02.825,0.00,0.00,0.00,4.93,95.50,168.20,-0.23,1.50,-176.80,4.98,-111.71,164.60,1.28,-1.07,178.00,-20.13,97.18,163.30,-8.59,-90.26,175.80,82.16,-158.87,167.70,
16-32-02.835,0.00,0.00,0.00,4.91,95.53,168.20,-0.23,1.50,-176.80,4.98,-111.71,164.60,1.28,-1.07,178.00,-20.10,97.23,163.20,-8.59,-90.26,175.80,82.15,-158.91,167.70,
16-32-02.845,0.00,0.00,0.00,4.91,95.53,168.20,-0.23,1.50,-176.80,4.98,-111.71,164.60,1.28,-1.07,178.00,-20.10,97.23,163.20,-8.57,-90.27,175.80,82.13,-158.95,167.60,
16-32-02.854,0.00,0.00,0.00,4.91,95.53,168.20,-0.23,1.50,-176.80,4.98,-111.71,164.60,1.28,-1.06,178.00,-20.10,97.23,163.20,-8.57,-90.27,175.80,82.15,-159.11,167.40,
16-32-02.864,0.00,0.00,0.00,4.91,95.53,168.20,-0.23,1.50,-176.80,5.04,-111.57,164.70,1.28,-1.06,178.00,-20.07,97.28,163.20,-8.57,-90.27,175.80,82.13,-159.15,167.40,
16-32-02.873,0.00,0.00,0.00,4.89,95.57,168.20,-0.23,1.50,-176.80,5.04,-111.57,164.70,1.28,-1.06,178.00,-20.07,97.28,163.20,-8.57,-90.27,175.80,82.12,-159.19,167.40,
16-32-02.885,0.00,0.00,0.00,4.89,95.57,168.20,-0.23,1.50,-176.80,5.04,-111.57,164.70,1.28,-1.06,178.00,-20.07,97.28,163.20,-8.55,-90.26,175.80,82.10,-159.23,167.30,
16-32-02.895,0.00,0.00,0.00,4.89,95.57,168.20,-0.23,1.50,-176.80,5.04,-111.57,164.70,1.28,-1.06,178.00,-20.07,97.28,163.20,-8.55,-90.26,175.80,82.12,-159.29,167.30,
16-32-02.905,0.00,0.00,0.00,4.89,95.57,168.20,-0.24,1.51,-176.80,5.13,-111.43,164.70,1.28,-1.06,178.00,-20.05,97.33,163.20,-8.55,-90.26,175.80,82.10,-159.32,167.20,
16-32-02.914,0.00,0.00,0.00,4.87,95.61,168.20,-0.24,1.51,-176.80,5.13,-111.43,164.70,1.28,-1.06,178.00,-20.05,97.33,163.20,-8.55,-90.26,175.80,82.09,-159.35,167.20,
16-32-02.925,0.00,0.00,0.00,4.87,95.61,168.20,-0.24,1.51,-176.80,5.13,-111.43,164.70,1.28,-1.06,178.00,-20.05,97.33,163.20,-8.52,-90.27,175.80,82.09,-159.34,167.20,
16-32-02.934,0.00,0.00,0.00,4.87,95.61,168.20,-0.24,1.51,-176.80,5.13,-111.43,164.70,1.28,-1.05,178.00,-20.05,97.33,163.20,-8.52,-90.27,175.80,82.12,-159.34,167.20,
16-32-02.944,0.00,0.00,0.00,4.87,95.61,168.20,-0.26,1.51,-176.80,5.28,-111.15,164.70,1.28,-1.05,178.00,-20.01,97.39,163.20,-8.52,-90.27,175.80,82.12,-159.34,167.20,
16-32-02.956,0.00,0.00,0.00,4.85,95.63,168.20,-0.26,1.51,-176.80,5.28,-111.15,164.70,1.28,-1.05,178.00,-20.01,97.39,163.20,-8.52,-90.27,175.80,82.11,-159.36,167.20,
16-32-02.965,0.00,0.00,0.00,4.85,95.64,168.20,-0.26,1.51,-176.80,5.29,-111.15,164.70,1.28,-1.05,178.00,-20.01,97.39,163.20,-8.52,-90.29,175.90,82.10,-159.40,167.10,
16-32-02.973,0.00,0.00,0.00,4.84,95.64,168.30,-0.26,1.51,-176.80,5.29,-111.15,164.70,1.28,-1.05,178.00,-20.01,97.39,163.20,-8.52,-90.29,175.90,82.09,-159.38,167.20,
16-32-02.985,0.00,0.00,0.00,4.84,95.64,168.30,-0.26,1.51,-176.80,5.33,-111.02,164.70,1.28,-1.05,178.00,-19.99,97.42,163.20,-8.52,-90.29,175.90,82.09,-159.40,167.10,
16-32-02.994,0.00,0.00,0.00,4.84,95.66,168.30,-0.26,1.51,-176.80,5.34,-111.02,164.70,1.28,-1.05,178.00,-19.99,97.42,163.20,-8.52,-90.29,175.90,82.08,-159.36,167.20,
16-32-03.005,0.00,0.00,0.00,4.83,95.66,168.30,-0.26,1.51,-176.80,5.34,-111.02,164.70,1.28,-1.05,178.00,-19.99,97.42,163.20,-8.52,-90.28,175.90,82.06,-159.38,167.20,
16-32-03.016,0.00,0.00,0.00,4.83,95.66,168.30,-0.26,1.51,-176.80,5.34,-111.02,164.70,1.28,-1.05,178.00,-19.99,97.42,163.20,-8.52,-90.28,175.90,82.06,-159.33,167.20,
16-32-03.026,0.00,0.00,0.00,4.83,95.66,168.30,-0.27,1.52,-176.80,5.39,-110.91,164.80,1.28,-1.05,178.00,-19.96,97.47,163.20,-8.52,-90.28,175.90,82.06,-159.33,167.20,
16-32-03.036,0.00,0.00,0.00,4.83,95.70,168.30,-0.27,1.52,-176.80,5.39,-110.91,164.80,1.28,-1.05,178.00,-19.96,97.47,163.20,-8.52,-90.28,175.90,82.06,-159.33,167.20,
16-32-03.046,0.00,0.00,0.00,4.83,95.70,168.30,-0.27,1.52,-176.80,5.39,-110.91,164.80,1.28,-1.05,178.00,-19.96,97.47,163.20,-8.51,-90.27,175.90,82.06,-159.29,167.30,
16-32-03.055,0.00,0.00,0.00,4.83,95.70,168.30,-0.27,1.52,-176.80,5.39,-110.91,164.80,1.27,-1.05,178.00,-19.96,97.47,163.20,-8.51,-90.27,175.90,82.07,-159.23,167.30,
16-32-03.065,0.00,0.00,0.00,4.83,95.70,168.30,-0.28,1.52,-176.80,5.44,-110.79,164.80,1.27,-1.05,178.00,-19.93,97.51,163.10,-8.51,-90.27,175.90,82.07,-159.21,167.30,
16-32-03.074,0.00,0.00,0.00,4.82,95.72,168.30,-0.28,1.52,-176.80,5.44,-110.79,164.80,1.27,-1.05,178.00,-19.93,97.51,163.10,-8.51,-90.27,175.90,82.07,-159.21,167.30,
16-32-03.086,0.00,0.00,0.00,4.82,95.72,168.30,-0.28,1.52,-176.80,5.44,-110.79,164.80,1.27,-1.05,178.00,-19.93,97.51,163.10,-8.49,-90.27,175.90,82.07,-159.21,167.30,
16-32-03.096,0.00,0.00,0.00,4.82,95.72,168.30,-0.28,1.52,-176.80,5.44,-110.79,164.80,1.27,-1.05,178.00,-19.93,97.51,163.10,-8.49,-90.27,175.90,82.06,-159.16,167.40,
16-32-03.105,0.00,0.00,0.00,4.82,95.72,168.30,-0.28,1.52,-176.80,5.49,-110.70,164.80,1.27,-1.05,178.00,-19.90,97.55,163.10,-8.49,-90.27,175.90,82.06,-159.16,167.40,
16-32-03.114,0.00,0.00,0.00,4.82,95.73,168.30,-0.28,1.52,-176.80,5.49,-110.70,164.80,1.27,-1.05,178.00,-19.90,97.55,163.10,-8.49,-90.27,175.90,82.06,-159.16,167.40,
16-32-03.125,0.00,0.00,0.00,4.82,95.73,168.30,-0.28,1.52,-176.80,5.49,-110.70,164.80,1.27,-1.05,178.00,-19.90,97.55,163.10,-8.49,-90.28,175.90,82.06,-159.16,167.40,
16-32-03.135,0.00,0.00,0.00,4.82,95.73,168.30,-0.28,1.52,-176.80,5.49,-110.70,164.80,1.26,-1.04,178.00,-19.90,97.55,163.10,-8.49,-90.28,175.90,82.06,-159.07,167.50,
16-32-03.146,0.00,0.00,0.00,4.82,95.73,168.30,-0.30,1.53,-176.80,5.54,-110.56,164.80,1.26,-1.04,178.00,-19.88,97.59,163.10,-8.49,-90.28,175.90,82.06,-159.08,167.50,
16-32-03.154,0.00,0.00,0.00,4.82,95.75,168.30,-0.30,1.53,-176.80,5.54,-110.56,164.80,1.26,-1.04,178.00,-19.88,97.59,163.10,-8.49,-90.28,175.90,82.06,-159.08,167.50,
16-32-03.163,0.00,0.00,0.00,4.82,95.75,168.30,-0.30,1.53,-176.80,5.55,-110.56,164.80,1.26,-1.04,178.00,-19.88,97.59,163.10,-8.50,-90.27,175.90,82.06,-159.10,167.50,
16-32-03.174,0.00,0.00,0.00,4.82,95.75,168.30,-0.30,1.53,-176.80,5.55,-110.56,164.80,1.26,-1.04,178.00,-19.88,97.59,163.10,-8.50,-90.27,175.90,82.06,-159.09,167.50,
16-32-03.183,0.00,0.00,0.00,4.82,95.75,168.30,-0.31,1.53,-176.80,5.63,-110.37,164.80,1.26,-1.04,178.00,-19.86,97.63,163.10,-8.50,-90.27,175.90,82.06,-159.09,167.50,
16-32-03.193,0.00,0.00,0.00,4.80,95.78,168.40,-0.31,1.53,-176.80,5.63,-110.37,164.80,1.26,-1.04,178.00,-19.86,97.63,163.10,-8.50,-90.27,175.90,82.06,-159.09,167.50,
16-32-03.203,0.00,0.00,0.00,4.80,95.79,168.40,-0.31,1.53,-176.80,5.63,-110.37,164.80,1.26,-1.04,178.00,-19.86,97.63,163.10,-8.49,-90.28,175.90,82.06,-159.09,167.50,
16-32-03.215,0.00,0.00,0.00,4.80,95.79,168.40,-0.31,1.53,-176.80,5.63,-110.37,164.80,1.26,-1.05,178.00,-19.86,97.63,163.10,-8.49,-90.28,175.90,82.06,-158.99,167.60,
16-32-03.224,0.00,0.00,0.00,4.80,95.79,168.40,-0.32,1.53,-176.80,5.68,-110.25,164.80,1.26,-1.05,178.00,-19.83,97.67,163.10,-8.49,-90.28,175.90,82.06,-158.99,167.60,
16-32-03.235,0.00,0.00,0.00,4.80,95.81,168.40,-0.32,1.53,-176.80,5.69,-110.24,164.90,1.26,-1.05,178.00,-19.83,97.67,163.10,-8.49,-90.28,175.90,82.06,-158.99,167.60,
16-32-03.244,0.00,0.00,0.00,4.80,95.81,168.40,-0.32,1.53,-176.80,5.69,-110.24,164.90,1.26,-1.05,178.00,-19.83,97.67,163.10,-8.48,-90.27,175.90,82.06,-158.99,167.60,
16-32-03.254,0.00,0.00,0.00,4.80,95.81,168.40,-0.32,1.53,-176.80,5.69,-110.24,164.90,1.27,-1.05,178.00,-19.83,97.67,163.10,-8.48,-90.27,175.90,82.06,-158.89,167.70,
16-32-03.265,0.00,0.00,0.00,4.80,95.81,168.40,-0.33,1.54,-176.80,5.74,-110.11,164.90,1.27,-1.05,178.00,-19.80,97.71,163.10,-8.48,-90.27,175.90,82.05,-158.90,167.70,
16-32-03.275,0.00,0.00,0.00,4.79,95.85,168.40,-0.33,1.54,-176.80,5.74,-110.11,164.90,1.27,-1.05,178.00,-19.80,97.71,163.10,-8.48,-90.27,175.90,82.05,-158.90,167.70,
16-32-03.285,0.00,0.00,0.00,4.79,95.85,168.40,-0.33,1.54,-176.80,5.74,-110.11,164.90,1.27,-1.05,178.00,-19.80,97.71,163.10,-8.49,-90.26,175.90,82.05,-158.90,167.70,
16-32-03.295,0.00,0.00,0.00,4.79,95.85,168.40,-0.33,1.54,-176.80,5.74,-110.11,164.90,1.27,-1.05,178.00,-19.80,97.71,163.10,-8.49,-90.26,175.90,82.05,-158.70,167.90,
16-32-03.304,0.00,0.00,0.00,4.79,95.85,168.40,-0.34,1.54,-176.80,5.82,-109.95,164.90,1.27,-1.05,178.00,-19.76,97.75,163.10,-8.49,-90.26,175.90,82.05,-158.70,167.90,
16-32-03.315,0.00,0.00,0.00,4.78,95.88,168.40,-0.34,1.54,-176.80,5.82,-109.95,164.90,1.27,-1.05,178.00,-19.76,97.75,163.10,-8.49,-90.26,175.90,82.05,-158.70,167.90,
16-32-03.325,0.00,0.00,0.00,4.78,95.88,168.40,-0.34,1.54,-176.80,5.82,-109.95,164.90,1.27,-1.05,178.00,-19.76,97.75,163.10,-8.49,-90.28,175.90,82.04,-158.72,167.90,
16-32-03.334,0.00,0.00,0.00,4.78,95.88,168.40,-0.34,1.54,-176.80,5.82,-109.95,164.90,1.27,-1.05,178.00,-19.76,97.75,163.10,-8.49,-90.28,175.90,82.01,-158.51,168.10,
16-32-03.346,0.00,0.00,0.00,4.78,95.88,168.40,-0.34,1.54,-176.80,5.89,-109.80,164.90,1.27,-1.05,178.00,-19.73,97.79,163.00,-8.49,-90.27,175.90,82.01,-158.51,168.10,
16-32-03.356,0.00,0.00,0.00,4.77,95.91,168.40,-0.34,1.54,-176.80,5.89,-109.80,164.90,1.27,-1.05,178.00,-19.73,97.79,163.00,-8.49,-90.27,175.90,82.01,-158.51,168.10,
16-32-03.365,0.00,0.00,0.00,4.77,95.91,168.40,-0.34,1.54,-176.80,5.89,-109.80,164.90,1.27,-1.05,178.00,-19.72,97.79,163.10,-8.51,-90.28,175.90,82.01,-158.50,168.10,
16-32-03.375,0.00,0.00,0.00,4.77,95.91,168.40,-0.34,1.54,-176.80,5.89,-109.80,164.90,1.27,-1.04,178.00,-19.71,97.79,163.10,-8.51,-90.28,175.90,81.98,-158.41,168.20,
16-32-03.384,0.00,0.00,0.00,4.77,95.91,168.40,-0.35,1.55,-176.80,5.94,-109.72,164.90,1.27,-1.04,178.00,-19.68,97.82,163.00,-8.51,-90.28,175.90,81.98,-158.41,168.20,
16-32-03.396,0.00,0.00,0.00,4.75,95.94,168.40,-0.35,1.55,-176.80,5.94,-109.72,164.90,1.27,-1.04,178.00,-19.68,97.82,163.00,-8.51,-90.28,175.90,81.98,-158.41,168.20,
16-32-03.406,0.00,0.00,0.00,4.75,95.94,168.40,-0.35,1.55,-176.80,5.94,-109.72,164.90,1.27,-1.04,178.00,-19.67,97.82,163.10,-8.52,-90.28,175.90,81.98,-158.43,168.10,
16-32-03.415,0.00,0.00,0.00,4.75,95.94,168.40,-0.35,1.55,-176.80,5.94,-109.72,164.90,1.26,-1.04,178.00,-19.65,97.82,163.10,-8.52,-90.28,175.90,81.94,-158.27,168.30,
16-32-03.424,0.00,0.00,0.00,4.75,95.94,168.40,-0.36,1.55,-176.80,5.99,-109.63,164.90,1.26,-1.04,178.00,-19.62,97.84,163.10,-8.52,-90.28,175.90,81.94,-158.28,168.30,
16-32-03.436,0.00,0.00,0.00,4.73,95.98,168.40,-0.36,1.55,-176.80,5.99,-109.63,164.90,1.26,-1.04,178.00,-19.62,97.84,163.10,-8.53,-90.28,175.90,81.94,-158.28,168.30,
16-32-03.445,0.00,0.00,0.00,4.73,95.98,168.40,-0.36,1.55,-176.80,5.99,-109.63,164.90,1.26,-1.04,178.00,-19.62,97.84,163.10,-8.54,-90.29,175.90,81.94,-158.28,168.30,
16-32-03.455,0.00,0.00,0.00,4.73,95.98,168.40,-0.36,1.55,-176.80,5.99,-109.63,164.90,1.26,-1.03,178.00,-19.62,97.84,163.10,-8.54,-90.29,175.90,81.91,-158.15,168.40,
16-32-03.464,0.00,0.00,0.00,4.73,95.98,168.40,-0.37,1.55,-176.80,6.06,-109.51,164.90,1.26,-1.03,178.00,-19.59,97.88,163.00,-8.54,-90.29,175.90,81.91,-158.15,168.40,
16-32-03.476,0.00,0.00,0.00,4.72,95.99,168.40,-0.37,1.55,-176.80,6.06,-109.51,164.90,1.26,-1.03,178.00,-19.59,97.88,163.00,-8.54,-90.29,175.90,81.91,-158.14,168.40,
16-32-03.486,0.00,0.00,0.00,4.72,95.99,168.40,-0.37,1.55,-176.80,6.06,-109.51,164.90,1.26,-1.03,178.00,-19.59,97.88,163.00,-8.54,-90.29,175.90,81.91,-158.14,168.40,
16-32-03.496,0.00,0.00,0.00,4.72,95.99,168.40,-0.37,1.55,-176.80,6.06,-109.51,164.90,1.25,-1.03,178.00,-19.59,97.88,163.00,-8.56,-90.30,175.90,81.91,-157.97,168.60,
16-32-03.504,0.00,0.00,0.00,4.72,95.99,168.40,-0.38,1.55,-176.80,6.11,-109.41,165.00,1.25,-1.03,178.00,-19.55,97.92,163.00,-8.56,-90.30,175.90,81.91,-157.97,168.60,
16-32-03.515,0.00,0.00,0.00,4.70,96.01,168.40,-0.38,1.55,-176.80,6.11,-109.41,165.00,1.25,-1.03,178.00,-19.55,97.92,163.00,-8.56,-90.31,175.90,81.91,-157.97,168.60,
16-32-03.525,0.00,0.00,0.00,4.70,96.01,168.40,-0.38,1.55,-176.80,6.11,-109.41,165.00,1.25,-1.03,178.00,-19.55,97.92,163.00,-8.56,-90.31,175.90,81.91,-157.97,168.60,
16-32-03.534,0.00,0.00,0.00,4.70,96.01,168.40,-0.38,1.55,-176.80,6.11,-109.41,165.00,1.25,-1.02,178.00,-19.55,97.92,163.00,-8.59,-90.33,175.90,81.89,-157.92,168.60,
16-32-03.544,0.00,0.00,0.00,4.70,96.01,168.40,-0.39,1.55,-176.80,6.15,-109.34,165.00,1.25,-1.02,178.00,-19.55,97.92,163.00,-8.59,-90.33,175.90,81.89,-157.91,168.60,
16-32-03.554,0.00,0.00,0.00,4.67,96.03,168.40,-0.39,1.55,-176.80,6.15,-109.34,165.00,1.25,-1.02,178.00,-19.53,97.95,163.00,-8.59,-90.33,175.90,81.89,-157.90,168.60,
16-32-03.564,0.00,0.00,0.00,4.67,96.03,168.40,-0.39,1.55,-176.80,6.15,-109.34,165.00,1.25,-1.02,178.00,-19.52,97.95,163.00,-8.59,-90.33,175.90,81.89,-157.90,168.60,
16-32-03.574,0.00,0.00,0.00,4.67,96.03,168.40,-0.39,1.55,-176.80,6.15,-109.34,165.00,1.25,-1.02,178.00,-19.52,97.95,163.00,-8.58,-90.33,175.90,81.89,-157.81,168.70,
16-32-03.585,0.00,0.00,0.00,4.67,96.03,168.40,-0.39,1.55,-176.80,6.20,-109.27,165.00,1.25,-1.02,178.00,-19.50,97.98,163.00,-8.58,-90.33,175.90,81.89,-157.80,168.70,
16-32-03.594,0.00,0.00,0.00,4.66,96.04,168.40,-0.39,1.55,-176.80,6.20,-109.27,165.00,1.25,-1.02,178.00,-19.50,97.98,163.00,-8.58,-90.33,175.90,81.89,-157.78,168.70,
16-32-03.604,0.00,0.00,0.00,4.66,96.04,168.40,-0.39,1.55,-176.80,6.20,-109.27,165.00,1.25,-1.02,178.00,-19.50,97.98,163.00,-8.58,-90.33,175.90,81.89,-157.76,168.70,
16-32-03.613,0.00,0.00,0.00,4.66,96.03,168.40,-0.39,1.55,-176.80,6.20,-109.27,165.00,1.25,-1.01,178.00,-19.50,97.99,163.00,-8.60,-90.35,175.90,81.87,-157.71,168.80,
16-32-03.625,0.00,0.00,0.00,4.66,96.03,168.40,-0.40,1.55,-176.80,6.22,-109.23,165.00,1.25,-1.01,178.00,-19.48,98.00,163.00,-8.61,-90.35,175.90,81.87,-157.70,168.80,
16-32-03.634,0.00,0.00,0.00,4.65,96.05,168.40,-0.40,1.55,-176.80,6.22,-109.23,165.00,1.25,-1.01,178.00,-19.48,98.00,163.00,-8.62,-90.35,175.80,81.87,-157.70,168.80,
16-32-03.644,0.00,0.00,0.00,4.65,96.05,168.40,-0.40,1.55,-176.80,6.22,-109.23,165.00,1.25,-1.01,178.00,-19.48,98.00,163.00,-8.63,-90.35,175.80,81.87,-157.70,168.80,
16-32-03.655,0.00,0.00,0.00,4.65,96.05,168.40,-0.40,1.55,-176.80,6.22,-109.23,165.00,1.25,-1.01,178.00,-19.48,98.00,163.00,-8.64,-90.34,175.80,81.86,-157.69,168.80,
16-32-03.663,0.00,0.00,0.00,4.65,96.05,168.40,-0.41,1.55,-176.80,6.26,-109.17,165.00,1.25,-1.01,178.00,-19.46,98.02,163.00,-8.64,-90.34,175.80,81.86,-157.69,168.80,
16-32-03.675,0.00,0.00,0.00,4.64,96.07,168.40,-0.41,1.55,-176.80,6.26,-109.17,165.00,1.25,-1.01,178.00,-19.46,98.02,163.00,-8.64,-90.34,175.80,81.86,-157.69,168.80,
16-32-03.684,0.00,0.00,0.00,4.63,96.07,168.40,-0.41,1.55,-176.80,6.26,-109.17,165.00,1.25,-1.01,178.00,-19.46,98.02,163.00,-8.64,-90.34,175.80,81.86,-157.69,168.80,
16-32-03.694,0.00,0.00,0.00,4.63,96.07,168.40,-0.41,1.55,-176.80,6.26,-109.17,165.00,1.25,-1.00,178.00,-19.46,98.02,163.00,-8.66,-90.35,175.80,81.86,-157.63,168.80,
16-32-03.705,0.00,0.00,0.00,4.63,96.07,168.40,-0.41,1.55,-176.80,6.28,-109.11,165.00,1.25,-1.00,178.00,-19.44,98.05,163.00,-8.66,-90.35,175.80,81.86,-157.63,168.80,
16-32-03.713,0.00,0.00,0.00,4.62,96.08,168.40,-0.41,1.55,-176.80,6.28,-109.11,165.00,1.25,-1.00,178.00,-19.44,98.05,163.00,-8.66,-90.36,175.80,81.86,-157.63,168.80,
